Born,90s,Gls,Ast,CrdY,CrdR,Pos_format,Player_format
1993,17,3,1,2,0,2,2261
1998,2,0,0,0,0,2,2262
2004,0,0,0,0,0,2,2263
2001,31,0,1,10,0,2,2264
2000,29,4,1,8,0,2,2265
1993,29,5,4,6,0,2,2266
1997,32,2,3,7,0,2,2267
1993,30,7,10,8,0,2,2268
1994,30,1,0,7,1,2,2269
2004,3,0,0,1,0,2,2270
2001,30,1,5,5,0,2,2271
2001,1,0,0,0,0,2,2271
1998,2,1,1,1,0,2,2272
1998,32,2,7,2,0,2,2273
1998,26,2,3,4,0,2,2262
2000,5,0,0,2,0,2,2274
1998,37,7,1,4,0,2,2275
2004,1,0,0,0,0,2,2276
2004,15,0,0,7,0,2,2276
2002,1,0,0,0,0,2,2277
1991,13,6,1,8,0,2,2278
1994,15,2,1,5,0,2,2279
2002,7,0,0,3,0,2,2280
2004,0,0,0,0,0,2,2281
1990,3,0,1,4,0,2,2282
1996,26,3,1,5,1,2,2283
1993,24,1,2,4,0,2,2284
2005,2,0,0,2,0,2,2285
1992,0,0,0,0,0,2,2286
1995,21,0,0,12,0,2,2287
1998,9,1,1,1,0,2,2288
2001,15,1,2,3,0,2,2289
1994,24,0,1,6,0,2,2290
1998,16,0,2,4,0,2,2291
2005,5,1,1,1,0,2,2292
1995,24,9,6,4,0,2,2293
1998,13,1,2,5,0,2,2294
1995,15,0,0,4,0,2,2295
2001,18,0,3,5,0,2,2296
1995,21,0,1,6,0,2,2297
2003,0,0,0,0,0,2,2298
2001,0,0,0,0,0,2,2299
2003,12,1,1,3,0,2,2300
1996,26,3,9,1,0,2,2301
1998,12,0,0,0,0,2,471
1989,31,2,8,4,0,2,2302
2005,0,0,0,0,0,2,2303
1985,19,2,6,2,0,2,2304
1992,24,5,7,3,0,2,2305
1990,26,1,1,10,1,2,2306
1991,1,0,0,1,0,2,2307
1998,23,5,0,9,0,2,2308
1998,20,1,3,2,1,2,2309
1989,11,0,3,4,0,2,2310
1997,28,2,2,8,1,2,2311
2001,23,3,2,3,0,2,2312
2006,13,1,3,1,0,2,2313
2003,1,0,0,1,0,2,2314
1996,2,0,0,1,0,2,2315
1997,18,2,0,7,0,2,2316
2001,13,1,1,3,1,2,2317
2002,0,0,0,0,0,2,1041
2004,0,0,0,0,0,2,2318
2000,6,0,0,1,0,2,2319
1996,24,3,3,5,0,2,2320
1997,16,3,2,3,0,2,2321
2003,1,0,0,2,0,2,1123
2004,0,0,0,0,0,2,2322
2000,30,0,0,5,0,2,2323
1996,22,2,3,2,0,2,2324
2007,0,0,0,0,0,2,2325
2003,2,0,0,0,0,2,2326
2003,0,0,0,0,0,2,2327
2006,0,0,0,0,0,2,2328
1997,12,2,1,4,0,2,1860
1997,0,0,0,0,0,2,2329
1992,12,0,1,2,0,2,2330
2005,0,0,0,0,0,2,580
1996,28,5,3,10,0,2,2331
1996,2,0,0,0,0,2,1865
2006,0,0,0,0,0,2,2332
1992,26,8,5,10,0,2,2333
2003,2,0,0,0,0,2,2334
2004,0,0,0,0,0,2,2335
1994,4,0,0,1,0,2,2336
2001,9,1,0,0,0,2,2337
1997,8,0,1,1,0,2,505
2005,2,0,0,0,0,2,2338
1996,18,0,2,4,0,2,2339
1999,14,1,0,2,0,2,2340
1986,5,0,0,2,0,2,2341
2000,0,0,0,0,0,2,2342
1994,13,0,0,5,0,2,2343
2000,1,0,1,0,0,2,2344
2002,12,1,0,0,0,2,1422
2004,0,0,0,1,0,2,2345
1995,20,0,1,6,1,2,2346
1992,23,3,2,5,1,2,2347
1995,25,6,7,3,0,2,2348
1997,14,4,2,4,0,2,2349
2004,0,0,0,0,0,2,2350
2001,2,0,0,1,0,2,2351
2002,14,1,1,6,0,2,2352
2004,0,0,0,0,0,2,2353
1997,1,0,0,1,0,2,2354
1989,14,1,0,4,0,2,2355
1999,2,0,0,0,0,2,2356
2000,3,0,1,1,0,2,2357
1994,15,1,4,10,1,2,2358
2003,10,2,0,1,0,2,2359
1999,26,2,3,3,1,2,2360
1999,0,0,0,0,0,2,2360
2003,28,4,1,3,1,2,2361
2002,2,0,0,1,0,2,2362
1999,18,0,2,2,0,2,2363
1998,9,1,0,0,0,2,2364
2005,1,0,0,0,0,2,2365
1991,0,0,0,0,0,2,2366
2004,0,0,0,1,0,2,2367
1997,32,4,6,9,0,2,2368
1998,17,2,1,5,0,2,2369
1996,12,1,0,2,0,2,2370
1996,1,0,0,1,0,2,2371
2000,4,0,0,3,0,2,2372
1994,21,1,2,8,0,2,2373
1996,0,0,0,0,0,2,2374
2002,0,0,0,0,0,2,2375
1995,30,3,4,2,0,2,2376
1990,33,5,9,5,0,2,2377
1994,30,0,3,12,0,2,2378
2002,21,4,0,5,0,2,2379
1995,29,2,3,6,0,2,2380
2005,0,0,0,0,0,2,2381
1997,36,7,8,9,0,2,2382
2004,0,0,0,0,0,2,2383
1995,13,3,7,1,0,2,2384
2000,15,1,0,7,0,2,2385
1997,33,1,0,7,0,2,2386
1996,24,4,3,5,0,2,2387
2000,11,1,2,3,0,2,2388
1995,0,1,0,0,0,2,2389
2005,0,0,1,0,0,2,2390
1996,0,0,0,0,0,2,2391
2003,1,0,0,0,0,2,2392
1999,20,0,3,6,0,2,2393
2005,0,0,0,1,0,2,2394
1993,23,2,2,1,0,2,2395
1998,2,0,0,0,0,2,2396
1998,29,5,5,7,1,2,2397
1993,9,4,0,0,1,2,2398
1996,24,4,9,5,0,2,2399
1996,0,0,1,0,0,2,2400
2004,0,0,0,0,0,2,2401
1998,20,4,2,9,1,2,2402
1993,8,0,0,3,0,2,2403
1998,26,2,0,6,0,2,2404
1997,19,1,0,2,0,2,2405
1990,24,1,8,3,0,2,2406
2001,15,1,2,5,0,2,2407
1991,3,0,0,4,0,2,2408
1999,11,2,4,0,0,2,2409
1998,15,0,0,2,0,2,2410
2005,21,3,1,3,0,2,2411
1996,7,1,1,1,0,2,2412
1998,0,0,0,0,0,2,1157
1996,12,1,0,3,0,2,2413
1998,22,1,4,4,1,2,2414
1998,33,9,5,12,0,2,2415
1996,12,0,3,2,0,2,2416
2005,4,0,0,0,0,2,2417
2001,16,3,1,0,0,2,2418
2000,6,0,1,4,0,2,2419
2002,3,0,0,1,0,2,2420
1993,33,4,1,12,1,2,2421
1995,2,0,0,0,0,2,2422
1993,28,4,0,12,1,2,2423
1996,6,2,2,2,0,2,2424
1994,36,0,1,4,0,2,2425
1998,33,1,4,6,0,2,2426
1996,23,6,1,5,0,2,2427
1994,17,1,0,4,0,2,2428
2000,20,0,1,2,0,2,2429
2000,17,0,1,3,0,2,2430
1997,9,0,0,1,0,2,2431
1997,2,0,0,0,1,2,2431
1995,23,1,2,8,0,2,2432
2002,21,0,0,5,0,2,2433
1986,29,1,2,10,0,2,2434
2004,0,0,0,0,0,2,2435
1999,10,1,3,1,0,2,2436
2004,21,2,1,1,0,2,2437
1998,22,1,3,1,1,2,2438
2000,10,0,3,3,0,2,2439
1997,30,6,2,7,0,2,2440
1991,10,0,2,1,0,2,2441
1989,2,0,0,2,0,2,2442
1995,36,4,0,4,0,2,2443
2004,0,0,0,0,0,2,2444
1996,29,0,4,9,0,2,2445
1990,15,1,0,3,0,2,2446
2000,21,0,2,5,0,2,2447
1993,18,0,0,8,1,2,2448
1999,18,0,1,7,1,2,2449
2000,13,0,3,1,0,2,2450
1996,17,2,2,3,0,2,2451
2000,1,0,0,1,0,2,2452
2002,23,3,3,9,0,2,2453
2002,1,0,1,2,0,2,2454
1988,11,0,0,7,0,2,2455
1988,14,0,0,2,0,2,2455
2004,0,0,0,0,0,2,2456
1992,27,3,4,7,0,2,2457
1998,15,1,0,3,0,2,2458
1998,9,0,1,2,0,2,2458
2001,15,0,0,4,1,2,2459
2003,0,0,0,0,0,2,2460
2000,4,0,0,1,0,2,2461
2000,0,0,0,0,0,2,2461
1995,25,5,0,6,1,2,2462
1998,6,0,1,2,0,2,2463
1990,13,0,1,5,0,2,2464
2004,10,1,1,1,0,2,2465
1999,30,5,4,5,0,2,2466
2002,27,1,1,6,0,2,2467
1996,9,0,0,2,0,2,2468
1998,29,12,5,5,0,2,2469
1998,29,0,1,11,0,2,2470
2001,17,1,0,4,1,2,2471
1993,17,4,1,7,0,2,2472
1999,25,1,1,1,0,2,2473
2000,0,0,0,0,0,2,2474
2005,5,0,0,4,1,2,2475
1993,16,0,0,3,0,2,2476
1997,18,3,3,5,0,2,2477
1998,17,1,0,6,0,2,2478
1998,30,1,0,5,2,2,2479
1998,4,2,0,0,0,2,2478
1997,2,0,0,1,0,2,2480
1993,2,0,0,1,0,2,2481
1994,6,3,1,1,0,2,2482
1994,15,0,0,5,1,2,2483
1989,15,3,2,1,0,2,2484
2004,0,0,0,0,0,2,2485
2002,14,1,0,4,0,2,2486
1996,20,0,3,3,0,2,2487
2002,20,2,1,4,0,2,2488
2000,0,0,0,1,0,2,2489
2000,8,1,0,1,0,2,2490
1992,28,0,4,5,0,2,2491
2001,29,2,1,11,0,2,2492
2005,0,0,0,1,0,2,2493
2007,0,0,0,0,0,2,2494
1988,29,2,4,9,0,2,2495
1994,20,2,0,6,0,2,2496
2001,20,2,2,4,0,2,199
1996,36,6,2,8,0,2,2497
2003,3,0,0,2,0,2,2498
2000,9,0,2,2,0,2,2499
1996,2,1,0,0,0,2,2500
1996,5,0,1,1,1,2,2500
2002,0,0,0,0,0,2,2501
1996,23,2,3,9,0,2,2502
1991,10,0,1,4,0,2,2503
1994,10,0,0,2,0,2,2504
2001,0,0,0,0,0,2,2505
1989,5,0,0,1,0,2,2506
1996,6,0,0,4,0,2,2507
1995,4,0,0,0,0,2,2508
2002,25,1,8,8,0,2,2509
2001,15,0,2,6,0,2,2510
1993,12,0,0,1,0,2,2511
2004,1,0,0,0,0,2,953
1997,0,0,0,0,0,2,2512
1996,23,0,1,5,0,2,2513
2000,26,1,1,8,0,2,2514
2003,3,0,2,1,0,2,2515
1996,33,8,9,8,1,2,1117
2004,1,0,1,0,0,2,2516
1990,1,0,0,0,0,2,2517
2003,0,0,0,0,0,2,2518
2000,0,0,0,0,0,2,2519
2005,0,0,0,0,0,2,2520
1995,15,0,2,6,0,2,2521
1998,31,3,3,8,0,2,2522
1995,0,0,0,0,0,2,2523
2002,24,6,3,2,0,2,2524
1995,1,1,0,0,0,2,2523
1991,1,0,0,1,0,2,2525
1997,22,2,0,4,0,2,2526
2001,27,1,2,8,1,2,2527
1996,11,2,1,5,0,2,2528
1999,36,7,8,5,0,2,2529
1995,18,1,0,7,0,2,2530
1994,23,3,5,7,0,2,2531
2002,4,1,0,0,0,2,2532
1991,14,4,10,2,0,2,2533
1998,2,0,0,2,0,2,2534
2005,2,0,0,0,0,2,2535
1998,0,0,0,0,0,2,2536
1997,26,0,5,11,0,2,2537
1999,1,0,0,0,0,2,2538
1993,24,2,5,4,0,2,2539
1996,22,2,2,5,0,2,2540
2002,15,3,1,4,0,2,2541
2003,0,0,0,0,0,2,2542
1996,13,1,3,3,0,2,2543
2001,17,4,2,3,0,2,2544
1995,21,0,1,3,0,2,2545
2004,7,1,0,4,0,2,2546
2004,0,0,0,0,0,2,2547
2004,9,1,0,4,0,2,2547
1997,29,1,1,5,0,2,2548
2004,0,0,0,0,0,2,2549
1991,31,9,6,8,1,2,2550
1994,15,1,0,8,0,2,2551
1999,14,1,2,1,1,2,2552
1994,0,0,0,0,0,2,2553
1997,28,0,5,7,0,2,2554
2000,22,1,3,1,0,2,2555
1998,14,1,1,4,0,2,2556
2001,22,0,5,6,0,2,2557
1994,3,0,0,1,0,2,2558
1999,22,2,2,3,0,2,2559
2003,0,0,0,0,0,2,2560
2003,11,1,1,3,0,2,2561
2001,5,0,0,1,0,2,1385
1992,8,1,3,2,0,2,2562
2002,2,0,0,0,0,2,2563
2000,18,0,0,2,1,2,2564
2001,8,0,2,1,0,2,2565
1994,22,2,3,4,0,2,2566
1997,12,0,0,6,0,2,2567
2001,29,0,3,5,0,2,2568
2001,2,0,0,1,0,2,2569
1994,22,4,3,3,1,2,2570
1989,0,0,0,0,0,2,2571
2001,0,0,0,0,0,2,2572
1991,10,0,0,4,0,2,2573
1997,31,0,3,5,1,2,2574
2005,0,0,0,1,0,2,2575
1996,18,2,0,8,2,2,2576
1991,0,0,0,0,0,2,2577
2002,26,6,2,3,0,2,2578
1996,1,0,0,0,0,2,2579
1996,0,0,0,0,0,2,2579
1994,28,0,4,9,0,2,2580
1996,16,1,0,2,0,2,2581
2005,0,0,0,0,0,2,2582
1997,2,1,0,1,1,2,2583
1998,6,0,0,1,0,2,2584
2000,22,4,5,5,2,2,2585
1997,2,1,0,2,0,2,2586
1993,14,1,1,4,0,2,2587
2005,1,0,0,0,0,2,2588
1997,16,3,1,3,0,2,2589
2004,0,0,0,0,0,2,2590
1994,18,1,0,10,0,2,2591
1995,32,0,5,6,0,2,2592
1999,14,1,3,4,0,2,2593
1999,13,0,2,2,0,2,2594
2005,4,0,0,2,0,2,2595
1996,33,1,0,13,0,2,2596
2005,0,0,0,0,0,2,2597
1992,29,1,1,9,0,2,2598
2001,35,2,5,6,0,2,2599
1999,11,6,3,1,0,2,2600
2001,26,2,1,3,0,2,2601
2000,14,0,1,5,0,2,2602
2004,0,0,0,0,0,2,2603
1999,0,0,0,0,0,2,2604
2000,21,2,1,5,0,2,2605
2002,14,1,2,3,0,2,2606
2004,7,1,0,2,0,2,2607
2000,13,2,0,3,0,2,2608
1999,30,4,4,3,0,2,2609
1998,13,0,0,3,0,2,2610
2006,0,0,0,0,0,2,2611
2004,20,1,0,4,0,2,2612
2002,2,0,0,1,0,2,2613
1998,20,4,4,6,0,2,2614
2006,0,0,0,0,0,2,2615
1995,30,4,1,13,0,2,2616
2002,0,0,0,0,0,2,1244
1992,23,1,1,6,0,2,2617
1996,0,1,0,0,0,2,2618
1996,15,1,2,1,0,2,2619
1998,13,1,2,8,0,2,2620
2003,0,0,0,0,0,2,2621
2000,6,1,0,1,0,2,2622
2000,29,0,8,5,0,2,2623
1991,16,1,0,8,0,2,2624
1998,2,0,0,2,1,2,2625
1998,7,0,2,0,0,2,2625
2004,6,0,0,2,0,2,2626
2001,24,0,1,8,1,2,2627
1994,28,2,1,8,0,2,2628
1998,1,0,0,1,0,2,2629
1992,5,0,0,1,0,2,2630
1999,0,0,0,0,0,2,2631
1988,25,0,0,7,0,2,2632
2003,0,0,0,0,0,2,2633
2001,33,1,2,7,0,2,2634
1996,0,0,0,0,0,2,2635
1997,36,3,6,4,1,2,2636
2004,1,0,0,0,0,2,2637
2000,4,0,0,3,0,2,2638
2000,7,0,0,1,0,2,2639
1989,21,4,0,8,0,2,2640
2000,35,5,7,9,1,2,2641
1998,16,4,5,0,0,2,2642
1993,23,1,1,7,0,2,2643
2000,2,1,0,1,0,2,1667
2001,23,2,0,5,0,2,2644
1990,8,1,0,4,0,2,2645
1987,5,0,0,0,0,2,2070
2001,24,3,2,7,0,2,2646
1992,14,0,1,3,0,2,2647
2001,14,0,0,2,0,2,2648
2003,10,6,5,1,0,2,2649
1997,20,0,0,7,0,2,2650
2004,0,0,0,0,0,2,2651
1999,4,0,0,0,0,2,2652
1993,1,0,0,0,0,2,2653
2001,1,0,0,0,0,2,2654
2000,10,0,0,2,0,2,2655
2000,25,3,2,5,0,2,2656
2001,8,0,0,2,0,2,2657
1998,15,0,0,5,0,2,2658
1994,27,1,4,14,2,2,2659
1998,1,0,0,0,0,2,1616
2003,22,1,1,4,0,2,2660
1993,1,0,0,0,0,2,2661
1995,24,4,5,10,1,2,2662
2003,3,1,0,1,0,2,2663
2001,3,0,0,3,0,2,2664
2004,0,0,0,0,0,2,2665
1999,0,0,0,0,0,2,2666
1995,30,5,3,8,0,2,2667
2003,15,1,0,2,0,2,2668
1999,13,1,0,4,0,2,2669
1988,16,2,1,6,0,2,2670
1996,0,0,0,0,0,2,2671
2000,34,1,3,1,0,2,2672
1993,21,2,5,2,0,2,2673
1995,3,0,0,3,1,2,2674
1994,29,3,5,15,1,2,2675
1989,29,3,5,4,0,2,2676
1999,30,6,3,8,0,2,2677
1995,23,6,6,3,0,2,2678
2003,14,1,1,6,0,2,2679
2004,14,2,2,6,0,2,2680
1998,20,2,2,6,1,2,2681
1986,4,1,0,4,0,2,2682
2004,0,0,0,0,0,2,2683
2001,5,0,2,1,0,2,2684
1996,21,8,3,7,0,2,2685
1995,1,0,0,0,0,2,2674
1993,19,1,2,2,1,2,2686
1993,19,1,0,10,0,2,2687
2005,5,0,0,3,0,2,2688
1991,23,0,2,3,0,2,2689
1996,29,3,7,6,0,2,2690
1992,0,0,0,0,0,2,2691
1997,4,0,1,2,0,2,2692
1996,32,1,2,6,0,2,2693
2003,18,0,0,6,0,2,2694
1997,36,6,3,5,1,2,2695
1999,32,6,1,8,0,2,2696
2004,0,0,0,0,0,2,2697
1992,13,1,2,1,0,2,2698
2003,13,0,0,3,0,2,2699
